67,喜爱，因···感到愉悦：pleasure; 宠爱：tenderness,adore,,,,,,,,,,,,,
68,极度谄媚：praise too much,adulate,,,,,,,,,,,,,
69,"掺杂，加入低等成分：impure, addition",adulterate,,,,,,,,,,,,,
70,部分地或有保留地揭露：disclose; 预示着：give a slight indication,adumbrate,,,,,,,,,,,,,
71,外来的，后天的，非内在的：not inherent or innate,adventitious,,,,,,,,,,,,,
72,"敌手，对手：resists, enemy",adversary,,,,,,,,,,,,,
73,厄运，逆境：difficulty,adversity,,,,,,,,,,,,,
74,引起注意，提到：refer,advert,,,,,,,,,,,,,
75,支持，提倡：support,advocate,,,,,,,,,,,,,
76,"和蔼的，温和的：ease, friendliness",affable,,,,,,,,,,,,,
77,"虚伪，做作：not natural, not genuinely felt",affectation,,,,,,,,,,,,,
78,喜欢，倾向：attraction,affinity,,,,,,,,,,,,,
79,声称...为真，肯定...属实：valid or confirmed,affirm,,,,,,,,,,,,,
80,粘合：attach physically,affix,,,,,,,,,,,,,
81,痛苦，悲伤，折磨：great suffering,affliction,,,,,,,,,,,,,
82,富裕的：sufficient,affluent,,,,,,,,,,,,,
83,急切盼望的：eagerly awaiting ,agape,,,,,,,,,,,,,
84,增加、提高（力量、财富、地位、声誉）等：enhance,aggrandize,,,,,,,,,,,,,
85,"加重，恶化：worse, serious, severe",aggravate,,,,,,,,,,,,,
86,"集合体：units or parts, associated; 集合，聚焦：collect or gather",aggregate,,,,,,,,,,,,,
87,好斗的：attack; 强有力的，强烈的：forcefulness,aggressive,,,,,,,,,,,,,
88,"使苦恼，使悲痛：pain, trouble, distress",aggrieve,,,,,,,,,,,,,
89,"（身手）敏捷：quickness, ease and grace",agility,,,,,,,,,,,,,
90,"煽动，激起：arouse; 使不安：trouble the mind, disturb",agitate,,,,,,,,,,,,,
91,极度感兴趣的：urgent desire or interest,agog,,,,,,,,,,,,,
92,折磨，使痛苦：agony；感到痛苦：suffer agony,agonize,,,,,,,,,,,,,
93,（使）非常痛苦：deep sadness,agonize,,,,,,,,,,,,,
94,令人愉悦的：pleasing to the mind or senses；随和的：easygoing and pleasing manner；相一致：in harmony,agreeable,,,,,,,,,,,,,
95,"无瑕疵的：no, flaw; 密封的，不透气的：impermeable to air",airtight,,,,,,,,,,,,,
96,反应迅速，乐意，欣然,alacrity,,,,,,,,,,,,,
97,不在场的证明，托辞，借口：excuse,alibi,,,,,,,,,,,,,
98,"使...疏远：unfriendly, hostile,indifferent；转让，让渡：convey or transfer",alienate,,,,,,,,,,,,,
99,疏远，离间：make unfriendly; 转移，变卖（财产或权利）：convey or transfer,alienate,,,,,,,,,,,,,
100,使排成一行：line; 调准，校准：adjust,align,,,,,,,,,,,,,
101,"减轻：subdue, reduce, intensity or severity",allay,,,,,,,,,,,,,
102,忠诚：devotion or loyalty,allegiance,,,,,,,,,,,,,
103,"缓和，减轻：relieve, lessen",alleviate,,,,,,,,,,,,,
104,合金；混合物：combing of two or more different things；掺杂，降低...的纯度：debase by the addition,alloy,,,,,,,,,,,,,
105,间接提到：indirectly,allude,,,,,,,,,,,,,
106,"吸引：attract or delight; 诱惑做（某事）lead, pleasure or advantage",allure,,,,,,,,,,,,,
107,盟友，支持者：association; 加入联盟：enter,ally,,,,,,,,,,,,,
108,在空中：in flight,aloft,,,,,,,,,,,,,
109,孤高的，不合群的：distant,aloof,,,,,,,,,,,,,
110,利他主义：unselfish,altruism,,,,,,,,,,,,,
111,"合并，混合：combine, unified, unite",amalgamate,,,,,,,,,,,,,
112,"有多种理解方式的，不确定的：more than one, doubt, uncertain",ambiguous,,,,,,,,,,,,,
113,（尤指感情、态度）矛盾的：opposing feelings,ambivalent,,,,,,,,,,,,,
114,"漫步，闲逛：walk slowly, leisurely, stroll",amble,,,,,,,,,,,,,
115,（食物）特别美味的，香的：extremely pleasing,ambrosial,,,,,,,,,,,,,
116,"改善，改进：become better, improve",ameliorate,,,,,,,,,,,,,
117,"顺从的，服从的：yield, submit",amenable     ,,,,,,,,,,,,,
118,"（环境、设备等的）舒适，人性化：comfort; 融洽，和谐：pleasant, agreeable",amenity     ,,,,,,,,,,,,,
119,好脾气，友好易相处的：friendly,amiable     ,,,,,,,,,,,,,
120,"友善的：friendly, amiable",amicable     ,,,,,,,,,,,,,
121,"友好关系，亲善和睦：friendship, friendly",amity     ,,,,,,,,,,,,,
122,"无固定形状的：definite, shapeless; 不可归类的：unclassifiable",amorphous     ,,,,,,,,,,,,,
123,时代错误：chronologically misplaced,anachronistic,,,,,,,,,,,,,
124,"镇痛剂：medication, reduce, eliminates pain",analgesic     ,,,,,,,,,,,,,
125,相似的，可比较的：in common,analogous,,,,,,,,,,,,,
126,反抗权威的人：rebels against any authority,anarchist     ,,,,,,,,,,,,,
127,诅咒：curse,anathema     ,,,,,,,,,,,,,
128,"次要的：secondary importance;辅助的，补充的：auxiliary, supplementary",ancillary     ,,,,,,,,,,,,,
129,"短小有趣的故事：short narrative, interesting, amusing",anecdote     ,,,,,,,,,,,,,
130,缺乏力量、活力、精神的：lacking force,anemic     ,,,,,,,,,,,,,
131,止痛剂：relieves pain; 无感觉的，麻木的：lacking awareness or sensitivity,anesthetic     ,,,,,,,,,,,,,
132,活的：有活力的：life; 使有活力，支持：high-spirited energy; 使行动，驱使：action; 使活灵活现，使栩栩如生：lifelike movement,animate     ,,,,,,,,,,,,,
133,"敌意：spiteful, malevolent, enmity",animus     ,,,,,,,,,,,,,
134,裙楼，副楼：auxiliary building；添加，合并：join；吞并，夺取（土地等）：incorporate,annex,,,,,,,,,,,,,
135,给...作注解：commentary or explanatory notes,annotate,,,,,,,,,,,,,
136,"不断烦扰：disturb, repeated",annoy     ,,,,,,,,,,,,,
137,"宣告无效，取消：legally invalid; 抵消：balance, ineffective",annul     ,,,,,,,,,,,,,
138,"不普通的,不平常的：out, ordinary; 反常的，不正常的：departing",anomalous,,,,,,,,,,,,,
139,"匿名的：not named, identified; 无特色的：lacking individuality",anonymous    ,,,,,,,,,,,,,
140,"与...敌对，反对：opposition, counteract; 激怒：incur, provoke, hostility",antagonize       ,,,,,,,,,,,,,
141,比...早，早于：earlier date,antedate,,,,,,,,,,,,,
142,"非常古老的，过时的：extremely old, antiquated; 保守的人：old-fashioned",antediluvian    ,,,,,,,,,,,,,
143,前面的：before,anterior     ,,,,,,,,,,,,,
144,滑稽可笑的：clownish,antic     ,,,,,,,,,,,,,
145,"厌恶，反感：aversion, dislike；令人反感的事物：objection of aversion",antipathy,,,,,,,,,,,,,
146,古老的，过时的：out of style,antiquated,,,,,,,,,,,,,
147,完全对立的，相反的：direct and unequivocal opposition,antithetical,,,,,,,,,,,,,
148,"冷漠，缺乏情感：lack, feeling, emotion; 缺乏兴趣，不关心：lack, interest, concern",apathy     ,,,,,,,,,,,,,
149,格言，警句：short witty,aphorism     ,,,,,,,,,,,,,
150,预言的，启示的：prophetic; 重要的，转折点的：major turning,apocalyptic     ,,,,,,,,,,,,,
151,"假的：doubtful authenticity, spurious",apocryphal      ,,,,,,,,,,,,,
152,"极度愤怒的：extremely angry, furious",apoplectic       ,,,,,,,,,,,,,
153,"放弃宗教信仰：renunciation, faith; 变节，背叛：abandonment, previous loyalty",apostasy     ,,,,,,,,,,,,,
154,使惊恐：consternation,appall      ,,,,,,,,,,,,,
155,鬼魂，幽灵：ghostly figure,apparition,,,,,,,,,,,,,
156,"申请：application; 起诉：charge, crime, accuse",appeal     ,,,,,,,,,,,,,
157,"吸引人的：attractive, inviting",appealing   ,,,,,,,,,,,,,
158,鼓掌，认可：approval,applause      ,,,,,,,,,,,,,
159,可用的，可行的：put to use；相关的，有光的：having to do with；合适的，恰当的：meeting the requirements,applicable,,,,,,,,,,,,,
160,"相关的，合适的：pertinent, appropriate",apposite     ,,,,,,,,,,,,,
161,可感知的，明显的：perceptible,appreciable     ,,,,,,,,,,,,,
162,"忧虑，恐惧：suspicion, fear; 逮捕：arrestment; 理解：understand",apprehension     ,,,,,,,,,,,,,
163,"知晓的，理解的：impressed on the mind；恐惧的，害怕的：anxious, fearful",apprehensive,,,,,,,,,,,,,
164,通知，告知：inform,apprise      ,,,,,,,,,,,,,
165,同意：approval,approbation     ,,,,,,,,,,,,,
166,"私自挪用：take possession, without permission; 适当的：suitable, fitting",appropriate     ,,,,,,,,,,,,,
167,相关的：relevant; 关于，有关：having to do with,apropos     ,,,,,,,,,,,,,
168,"恰当的，合适的：suitable, appropriate; 有倾向的，可能的：tendency, likely; 聪明的：intelligent, responsive",apt     ,,,,,,,,,,,,,
169,适合耕作的：growing of crops,arable,,,,,,,,,,,,,
170,专横的，独断专行的：force one's will on others；独裁的，拥有无限权力的：without interference by others；缺乏计划的，随意的：lacking a definite plan,arbitrary,,,,,,,,,,,,,
171,"（语言）晦涩的，隐晦的：veiled, uncertain；深奥的，难以理解的：difficult to understand",arcane,,,,,,,,,,,,,
172,"过时的，久远的：no, current, antiquated",archaic     ,,,,,,,,,,,,,
173,典范，榜样：ideal; 先驱，鼻祖：earlier; 原型：copies,archetype      ,,,,,,,,,,,,,
174,"狂热：strong enthusiasm, devotion, zeal",ardor     ,,,,,,,,,,,,,
175,难以做到的，费劲的：difficult,arduous     ,,,,,,,,,,,,,
176,"隐语，黑话，行话：specialized, particular",argot     ,,,,,,,,,,,,,
177,"争吵，争论：expression of differing opinions；（逻辑上的）论证：from a premise to a conclusion；观点，论点：idea, opinion",argument,,,,,,,,,,,,,
178,干燥的：little or no precipitation；无趣的，无聊的：lack of interest,arid,,,,,,,,,,,,,
179,排列，阵列：arrangement；排列，摆放：arrange or display；装饰，装修：dress or decorate,array,,,,,,,,,,,,,
180,"使不活跃：inactive; 停止：stopping, standstill; 逮捕：keep; 吸引（某人）注意力：hold, attention",arrest      ,,,,,,,,,,,,,
181,"吸引人的：attracting, striking",arresting   ,,,,,,,,,,,,,
182,"不规律的：lacking, regularity",arrhythmic     ,,,,,,,,,,,,,
183,傲慢，自大：overbearing pride,arrogance     ,,,,,,,,,,,,,
184,"清晰地表达：clearly, distinctly; 表达清晰的：able, express, clearly",articulate     ,,,,,,,,,,,,,
185,"有影响力的，主宰的：dominant, influence, superior; 上升的：upward, rising",ascendant     ,,,,,,,,,,,,,
186,"苦行的，克己的，禁欲的：self-denial; 禁欲者：person, self-discipline",ascetic     ,,,,,,,,,,,,,
187,消毒的，无菌的：preventing infection; 缺乏活力的：lacking vitality; 冷漠的：lacking emotion,aseptic      ,,,,,,,,,,,,,
188,不成直线的（地），歪的（地）：awry,askew      ,,,,,,,,,,,,,
189,外表，容貌：appearance,aspect     ,,,,,,,,,,,,,
190,"（举止、性情）粗暴：roughness; （环境）艰苦：rigor, severity",asperity     ,,,,,,,,,,,,,
191,"诽谤，中伤：harm, reputation",aspersion     ,,,,,,,,,,,,,
192,有抱负者，有野心者：aspires; 想成为···的：seeking,aspirant     ,,,,,,,,,,,,,
193,抨击，严厉批评：criticize harshly；攻击，猛攻：violent action against,assail,,,,,,,,,,,,,
194,同意：agree,assent   ,,,,,,,,,,,,,
195,"断言，肯定地说出：declare, forcefully, aggressively",assert     ,,,,,,,,,,,,,
196,"自信的：bold, assertion, self-assured",assertive   ,,,,,,,,,,,,,
197,"评估（重要性、尺寸、价值等）：determine; 征收费用（如罚款）：charge, penalty",assess     ,,,,,,,,,,,,,
198,勤勉的，专心仔细的：careful,assiduous     ,,,,,,,,,,,,,
199,"缓和，减轻：lessen, intensity; 平息，抚慰：pacify, calm; 使满足：satisfying",assuage        ,,,,,,,,,,,,,
200,"令人吃惊的，出乎意料的：astonishment, amazement",astounding     ,,,,,,,,,,,,,
201,"机敏的，有洞察力的：shrewdness, perspicacity",astute     ,,,,,,,,,,,,,
202,"分离成多部分或多片地：separate parts, pieces; 分离地：apart",asunder    ,,,,,,,,,,,,,
203,"收容所，保护所：refuge, protection",asylum      ,,,,,,,,,,,,,
204,"不平衡的，不对称的：no balance, symmetry",asymmetrical     ,,,,,,,,,,,,,
205,不对称，不均衡：lack of balance,asymmetry,,,,,,,,,,,,,
206,赎罪，弥补：amends,atone     ,,,,,,,,,,,,,
207,极坏的，极其残忍的：extremely wicked; 让人极为不满的：extremely unsatisfactory,atrocious     ,,,,,,,,,,,,,
208,萎缩，衰退：waste away,atrophy,,,,,,,,,,,,,
209,降低（数量、力量、价值）：lessen,attenuate,,,,,,,,,,,,,
210,证实，为...作证：give evidence,attest,,,,,,,,,,,,,
211,使协调，使和谐：into harmony,attune,,,,,,,,,,,,,
212,"大胆的，（但往往）愚勇的：fearlessly, recklessly; 蔑视（法律、礼节）的，无礼的：contemptuous of law; 乐于冒险的：take risks; 大胆创新的：verve",audacious,,,,,,,,,,,,,
213,"预言家：predicts; 出现好兆头：signs of, successful outcome; 预言：tell, beforehand",augur,,,,,,,,,,,,,
214,威严的，严重的：formal and serious or reserved manner；盛大的，令人印象深刻的：large and impressive,august,,,,,,,,,,,,,
215,好兆头的：toward a happy outcome,auspicious,,,,,,,,,,,,,
216,朴素的，朴实无华的：simple；严肃的，令人生畏的：stern and cold,austere,,,,,,,,,,,,,
217,真实的，非仿造的：exactly; 准确的，相符的：original,authentic,,,,,,,,,,,,,
218,"（某领域的）权威人士：a high level of knowledge; 管辖权，控制：lawful control; 影响力：power to direct; （管束他人的）权力：right, control others; 根据，理由：warrant",authority,,,,,,,,,,,,,
219,"独裁政府：government, unlimited power",autocracy,,,,,,,,,,,,,
220,（机器等）自动的：independent of external influence；自发的，情不自禁的：spontaneously or unconsciously ,automatic,,,,,,,,,,,,,
221,政治上的独立：self-governing; 自我主导的自由，（尤其是）精神独立：independence,autonomy,,,,,,,,,,,,,
222,贪财，贪婪：insatiable,avarice,,,,,,,,,,,,,
223,"声称为真：state, forcefully; （态度强硬而明确地）声明：state clearly",aver,,,,,,,,,,,,,
224,非常讨厌，极厌恶：dislike; 令人厌恶的事物：someone that is hated,aversion,,,,,,,,,,,,,
225,"急切渴望的：enthusiasm; 贪婪（钱财）的：eager, for material possessions",avid,,,,,,,,,,,,,
226,承认，公开宣称：declaration,avowal,,,,,,,,,,,,,
227,"被淹没的：by water; （如洪水般）泛滥的：filled, covered, overrun",awash,,,,,,,,,,,,,
228,"敬畏：dread, veneration, wonder",awe,,,,,,,,,,,,,
229,缺乏灵活性和技巧的：lacking dexterity; （处理问题）缺乏手段和智谋的：a lack of skill and tact; 臃肿笨拙的，不优雅的：lacking ease; 令人尴尬的：embarrassment; （因过大或过重设计问题）难以操作的：difficult to use,awkward,,,,,,,,,,,,,
230,雨篷，遮阳篷：shelter,awning,,,,,,,,,,,,,
231,"弯曲的，扭曲的：turned, twisted; 走样的（地），出差错的（地）：off, course",awry,,,,,,,,,,,,,
232,公理的：axiom; 不言自明的：self-evident,axiomatic,,,,,,,,,,,,,
233,"发出含糊无意义的嘟囔声，胡乱说：utter, meaningless; 闲聊：rambling conversation",babble,,,,,,,,,,,,,
234,产生相反的结果，事与愿违：reverse,backfire,,,,,,,,,,,,,
235,间接的，含沙射影的，虚情假意的：indirect,backhanded,,,,,,,,,,,,,
236,（情况等）倒退，故态复萌：revert to a worse condition,backslide,,,,,,,,,,,,,
237,"不断纠缠或骚扰：harass, persistently",badger,,,,,,,,,,,,,
238,打趣，善意的玩笑：banter,badinage,,,,,,,,,,,,,
239,挫败，阻挠：frustrate or check；使疑惑：mental uncertainty,baffle,,,,,,,,,,,,,
240,令人疑惑的，难以理解的：hard to comprehend,baffling,,,,,,,,,,,,,
241,"逗弄，激怒：persecute, exasperate; 引诱：lead away; 诱饵：something, luring",bait,,,,,,,,,,,,,
242,痛苦，悲哀：sorrow,bale,,,,,,,,,,,,,
243,有害的：harmful; 凶兆的，凶恶的：evil; 致命的：causing death,baleful,,,,,,,,,,,,,
244,"阻碍：check, obstacle; 不愿接受，拒绝：unwillingness",balk,,,,,,,,,,,,,
245,不服管束的，倔强的：refusing,balky,,,,,,,,,,,,,
246,（由简单诗节和叠句组成的）民歌：poem,ballad,,,,,,,,,,,,,
247,迅速增加：increase,balloon,,,,,,,,,,,,,
248,"香油，止痛膏，安慰物：sweet-smelling oil, soothe; 香气：pleasant smell",balm,,,,,,,,,,,,,
249,非原创的，陈腐的：trite,banal,,,,,,,,,,,,,
250,祸根：ruin; 有害物质：kill or injure a living thing,bane,,,,,,,,,,,,,
251,"驱逐出境：leave, country; 赶出：force out",banish,,,,,,,,,,,,,
252,幽默、打趣的（地）谈话：humored,banter,,,,,,,,,,,,,
253,尖锐而严厉的批评：critical,barb,,,,,,,,,,,,,
254,野蛮的，凶残的：mercilessly; 未开化的：uncivilized,barbarous,,,,,,,,,,,,,
255,公然的，厚颜无耻的：brazen,barefaced,,,,,,,,,,,,,
256,协议：agreement; 讨价还价：negotiate,bargain,,,,,,,,,,,,,
257,"装饰华丽的，过分雕琢的，复杂的：extravagance, complexity, flamboyance; （程度上）过分的：beyond, limit",baroque,,,,,,,,,,,,,
258,"弹幕：curtain; 有压倒之势的、集中倾泻的（如言语）：overwhelming, outpouring; （同时）袭来：attack with, overwhelming outpouring",barrage,,,,,,,,,,,,,
259,"不育的：incapable, producing; 不产生结果的，无效的：no results; 贫瘠的：deficient; 极度匮乏的：lacking",barren,,,,,,,,,,,,,
260,"障碍物：obstruction, rampart; 用障碍物阻止通过：prevent access",barricade,,,,,,,,,,,,,
261,"以物换物：trade, without",barter,,,,,,,,,,,,,
262,猛击：forceful blow；攻击，用力击打：strike violently；抨击，严厉批评：criticize harshly,bash,,,,,,,,,,,,,
263,休息，悠然自得：lie or relax,bask,,,,,,,,,,,,,
264,一批次的量：unit; 一小群人：small number of persons,batch,,,,,,,,,,,,,
265,平凡的，陈腐的：commonplaceness,bathetic,,,,,,,,,,,,,
266,下流的，猥亵的：indecent,bawdy,,,,,,,,,,,,,
267,装饰，点缀：make more attractive,bedeck,,,,,,,,,,,,,
268,欠他人人情的：owing gratitude,beholden,,,,,,,,,,,,,
269,"对...有利：necessary, proper, advantageous",behoove,,,,,,,,,,,,,
270,缺乏特征的：lacking distinction,beige,,,,,,,,,,,,,
271,"（当众）严厉批评：criticize; 就···作过度的说明，喋喋不休：explain, excessively",belabor,,,,,,,,,,,,,
272,包围，围攻：to surround; 使困扰，使烦恼，使消沉：trouble,beleaguer me,,,,,,,,,,,,,
273,"错误的描述，误述：picture falsely; 证明···为假：false, wrong; 掩饰：shut off from view; 与···相对立，与···相矛盾：counter",belie,,,,,,,,,,,,,
274,好斗，好战：aggressive or truculent,belligerence,,,,,,,,,,,,,
275,"好斗的，好战的：assertiveness, hostility, combativeness",belligerent,,,,,,,,,,,,,
276,领导者，带头人：lead,bellwether,,,,,,,,,,,,,
277,仁慈的，好慈善的：charity; （对个人或社会）有益的：contributing,beneficent,,,,,,,,,,,,,
278,"好心的，仁慈的：kindness, gentleness; 无害的：not causing",benign,,,,,,,,,,,,,
279,"（长时间）严厉指责：scold, vehemently, at length",berate,,,,,,,,,,,,,
280,（急切地）恳求：beg,beseech you,,,,,,,,,,,,,
281,使苦恼，骚扰：cause persistent suffering；攻击，袭击：set upon,beset,,,,,,,,,,,,,
282,弄脏，弄污：make dirty; 诽谤，玷污：detract from the honor,besmirch him,,,,,,,,,,,,,
283,迷人的，令人着迷的：attract,bewitching,,,,,,,,,,,,,
284,（使）分成两支：two branches,bifurcate,,,,,,,,,,,,,
285,固执己见者，有偏见的人：obstinately devoted,bigot,,,,,,,,,,,,,
286,敲诈，勒索：extortion of money,blackmail,,,,,,,,,,,,,
287,味道平淡的，不刺激的：soothing; 无趣的：dull; 温和的，和蔼的：not harsh,bland,,,,,,,,,,,,,
288,"甜言蜜语，讨某人好话：coax, cajole",blandishment,,,,,,,,,,,,,
289,（过度放纵之后）厌倦享乐的，腻厌的：apathetic,blasé,,,,,,,,,,,,,
290,"爆炸：explosion; 一阵猛烈的强风：gust; 巨响：loud, sound; 炸裂，爆破：cause to break open;斥责，抨击：criticize harshly",blast,,,,,,,,,,,,,
291,大声喧哗的：noisy; （让人生厌地）惹人注目的：noticeable,blatant,,,,,,,,,,,,,
292,使知名：make known openly; 修饰，装扮：make more attractive,blazon ,,,,,,,,,,,,,
293,缺点，污点：imperfection; 损害，玷污：reduce,blemish,,,,,,,,,,,,,
294,（使）枯萎：affect; 损害：impair,blight,,,,,,,,,,,,,
295,极度快乐：ecstasy; 极乐世界：place of perfect happiness,bliss,,,,,,,,,,,,,
296,愉快高兴的：happy lighthearted; 无忧无虑的，漫不经心的：freedom from worries,blithe,,,,,,,,,,,,,
297,"蓝图，详细计划：architects’ plans; 事先计划：work out, in advance",blueprint,,,,,,,,,,,,,
298,"直率的，（说话）直截了当的：direct, brief, potentially rude；欺骗：deceive",bluff,,,,,,,,,,,,,
299,"过失：error, mistake; 在···方面犯了很愚蠢且通常很严重的错误，糟蹋：make a stupid, error; 蹒跚：unsteadily",blunder ,,,,,,,,,,,,,
300,"使变钝：less sharp; 减弱（力度等）：weaken in strength or feeling; 直率的：direct, brief",blunt,,,,,,,,,,,,,
301,（使）变得朦胧，（使）变得不清楚：vague; 使不易理解：unclear to the understanding,blur,,,,,,,,,,,,,
302,突然说出，冲动地说：abruptly,blurt  =\=  blur(模糊),,,,,,,,,,,,,
303,狂妄自大地大声说：loudly arrogant; 大声吹嘘，恐吓：loudly; 喧闹的状态：noisy,bluster,,,,,,,,,,,,,
304,（因为怀疑、恐惧）犹豫：hesitate; 笨拙地做：unskillful way,boggle,,,,,,,,,,,,,
305,"伪造的，假冒的：being such in appearance only；虚伪的，做作的：lacking,  spontaneous quality",bogus,,,,,,,,,,,,,
306,喧嚷的，吵闹的：noisily,boisterous,,,,,,,,,,,,,
307,支撑（物）：provide support；鼓励、使有精力：boost,bolster,,,,,,,,,,,,,
308,夸大的言辞：pompous,bombast,,,,,,,,,,,,,
309,温和，和蔼：geniality,bonhomie,,,,,,,,,,,,,
310,"嘘（以表示不满或嘲笑）：contempt, scorn, disapproval",boo,,,,,,,,,,,,,
